[0.017s] Invoking command in '/RM_ws/build/robomaster_description': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/opt/ros/humble /usr/bin/cmake /RM_ws/src/robomaster_ros_pkg/robomaster_description -DAMENT_CMAKE_SYMLINK_INSTALL=1 -DCMAKE_INSTALL_PREFIX=/RM_ws/install/robomaster_description
[0.056s] -- The C compiler identification is GNU 11.4.0
[0.093s] -- The CXX compiler identification is GNU 11.4.0
[0.098s] -- Detecting C compiler ABI info
[0.144s] -- Detecting C compiler ABI info - done
[0.149s] -- Check for working C compiler: /usr/bin/cc - skipped
[0.149s] -- Detecting C compile features
[0.149s] -- Detecting C compile features - done
[0.151s] -- Detecting CXX compiler ABI info
[0.206s] -- Detecting CXX compiler ABI info - done
[0.211s] -- Check for working CXX compiler: /usr/bin/c++ - skipped
[0.211s] -- Detecting CXX compile features
[0.211s] -- Detecting CXX compile features - done
[0.213s] -- Found ament_cmake: 1.3.12 (/opt/ros/humble/share/ament_cmake/cmake)
[0.317s] -- Found Python3: /usr/bin/python3 (found version "3.10.12") found components: Interpreter 
[0.363s] -- Override CMake install command with custom implementation using symlinks instead of copying resources
[0.381s] -- Found ament_lint_auto: 0.12.14 (/opt/ros/humble/share/ament_lint_auto/cmake)
[0.436s] -- Added test 'copyright' to check source files copyright and LICENSE
[0.441s] -- Added test 'flake8' to check Python code syntax and style conventions
[0.441s] -- Added test 'lint_cmake' to check CMake code style
[0.442s] -- Added test 'pep257' to check Python code against some of the docstring style conventions in PEP 257
[0.445s] -- Added test 'xmllint' to check XML markup files
[0.446s] -- Configuring done
[0.447s] -- Generating done
[0.448s] -- Build files have been written to: /RM_ws/build/robomaster_description
[0.452s] Invoked command in '/RM_ws/build/robomaster_description' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/opt/ros/humble /usr/bin/cmake /RM_ws/src/robomaster_ros_pkg/robomaster_description -DAMENT_CMAKE_SYMLINK_INSTALL=1 -DCMAKE_INSTALL_PREFIX=/RM_ws/install/robomaster_description
[0.453s] Invoking command in '/RM_ws/build/robomaster_description': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/opt/ros/humble /usr/bin/cmake --build /RM_ws/build/robomaster_description -- -j8 -l8
[0.478s] Invoked command in '/RM_ws/build/robomaster_description' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/opt/ros/humble /usr/bin/cmake --build /RM_ws/build/robomaster_description -- -j8 -l8
[0.485s] Invoking command in '/RM_ws/build/robomaster_description': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/opt/ros/humble /usr/bin/cmake --install /RM_ws/build/robomaster_description
[0.490s] -- Install configuration: ""
[0.490s] -- Execute custom install script
[0.490s] -- Symlinking: /RM_ws/install/robomaster_description/share/robomaster_description/urdf/arm.urdf.xacro
[0.497s] -- Symlinking: /RM_ws/install/robomaster_description/share/robomaster_description/urdf/base.urdf.xacro
[0.502s] -- Symlinking: /RM_ws/install/robomaster_description/share/robomaster_description/urdf/camera.urdf.xacro
[0.508s] -- Symlinking: /RM_ws/install/robomaster_description/share/robomaster_description/urdf/extension.urdf.xacro
[0.514s] -- Symlinking: /RM_ws/install/robomaster_description/share/robomaster_description/urdf/gimbal.urdf.xacro
[0.520s] -- Symlinking: /RM_ws/install/robomaster_description/share/robomaster_description/urdf/gripper.urdf.xacro
[0.526s] -- Symlinking: /RM_ws/install/robomaster_description/share/robomaster_description/urdf/intelligent_controller.urdf.xacro
[0.532s] -- Symlinking: /RM_ws/install/robomaster_description/share/robomaster_description/urdf/led.urdf.xacro
[0.538s] -- Symlinking: /RM_ws/install/robomaster_description/share/robomaster_description/urdf/robomaster_ep.urdf.xacro
[0.544s] -- Symlinking: /RM_ws/install/robomaster_description/share/robomaster_description/urdf/robomaster_s1.urdf.xacro
[0.550s] -- Symlinking: /RM_ws/install/robomaster_description/share/robomaster_description/urdf/tof.urdf.xacro
[0.555s] -- Symlinking: /RM_ws/install/robomaster_description/share/robomaster_description/urdf/wheel.urdf.xacro
[0.561s] -- Symlinking: /RM_ws/install/robomaster_description/share/robomaster_description/launch/main.launch
[0.567s] -- Symlinking: /RM_ws/install/robomaster_description/share/robomaster_description/launch/model.launch.py
[0.574s] -- Symlinking: /RM_ws/install/robomaster_description/share/robomaster_description/meshes/EP_all_01_b.png
[0.580s] -- Symlinking: /RM_ws/install/robomaster_description/share/robomaster_description/meshes/TOP_Base_Color.png
[0.586s] -- Symlinking: /RM_ws/install/robomaster_description/share/robomaster_description/meshes/TOP_Base_Color.png.001.png
[0.592s] -- Symlinking: /RM_ws/install/robomaster_description/share/robomaster_description/meshes/TOP_Normal_OpenGL.png
[0.597s] -- Symlinking: /RM_ws/install/robomaster_description/share/robomaster_description/meshes/TOP_Normal_OpenGL.png.001.png
[0.603s] -- Symlinking: /RM_ws/install/robomaster_description/share/robomaster_description/meshes/arm_1.dae
[0.608s] -- Symlinking: /RM_ws/install/robomaster_description/share/robomaster_description/meshes/arm_1_collision.dae
[0.614s] -- Symlinking: /RM_ws/install/robomaster_description/share/robomaster_description/meshes/arm_1_cylinder.dae
[0.620s] -- Symlinking: /RM_ws/install/robomaster_description/share/robomaster_description/meshes/arm_2.dae
[0.625s] -- Symlinking: /RM_ws/install/robomaster_description/share/robomaster_description/meshes/arm_2_bar_1.dae
[0.631s] -- Symlinking: /RM_ws/install/robomaster_description/share/robomaster_description/meshes/arm_2_bar_2.dae
[0.637s] -- Symlinking: /RM_ws/install/robomaster_description/share/robomaster_description/meshes/arm_2_collision.dae
